,account_id,amount,authorized_date,category_id,date,iso_currency_code,merchant_name,name,payment_channel,pending,personal_finance_primary_category,personal_finance_detailed_category,personal_finance_confidence_level,transaction_id,transaction_type
10,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,-500.0,2024-09-19,22001000,2024-09-19,USD,United Airlines,United Airlines,in store,False,TRAVEL,TRAVEL_FLIGHTS,VERY_HIGH,RvNdMj9MvDC83WmVxnbltrvNDWQxZ7cao5End,special
11,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,12.0,2024-09-18,13005032,2024-09-18,USD,McDonald's,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_FAST_FOOD,VERY_HIGH,6jZQ6y76jEFXLVwJxMjqS46WPAEGqeC8Pn5Nd,place
12,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,4.33,2024-09-18,13005043,2024-09-18,USD,Starbucks,Starbucks,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_COFFEE,VERY_HIGH,XvZ7GK9GvWCVNe6QraXWCoy8zNrb3wUbv8aVV,place
13,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,89.4,2024-09-16,13005000,2024-09-17,USD,FUN,SparkFun,in store,False,ENTERTAINMENT,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,LOW,DAmbqyvqADFXZkpdjo8wS7JgMByEAlh3LGMVb,place
14,Pva3WNwWvDCezB1EG6Nks37399kEMwco65QAl,-4.22,2024-09-16,21009000,2024-09-16,USD,,INTRST PYMNT,other,False,INCOME,INCOME_WAGES,LOW,gKynXl3XKWFGvlzqZjpxHXdBljQmKDuE8QvoR,special
15,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,6.33,2024-09-03,22016000,2024-09-04,USD,Uber,Uber 072515 SF**POOL**,online,False,TRANSPORTATION,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,VERY_HIGH,avWgXNlXvbCl1BPN8xyMS9j3nxaWrgHZ5xAqA,special
16,Pva3WNwWvDCezB1EG6Nks37399kEMwco65QAl,25.0,2024-08-21,16001000,2024-08-22,USD,,CREDIT CARD 3333 PAYMENT *//,other,False,LOAN_PAYMENTS,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOW,8e1MmyQmeETZ4jBVq7m3FoGyRZNv3QSW3Vkn3,special
17,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,5.4,2024-08-21,22016000,2024-08-22,USD,Uber,Uber 063015 SF**POOL**,online,False,TRANSPORTATION,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,VERY_HIGH,4Ne7byPbN5FG4BeWa1MzHPd419yzxocJbwjeG,special
18,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,-500.0,2024-08-20,22001000,2024-08-20,USD,United Airlines,United Airlines,in store,False,TRAVEL,TRAVEL_FLIGHTS,VERY_HIGH,NvxzNa9NvDCnXvGBr9NjhlPGKmg4zWty6qPve,special
19,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,12.0,2024-08-19,13005032,2024-08-19,USD,McDonald's,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_FAST_FOOD,VERY_HIGH,Pva3WNwWvDCezB1EG6Nks37xqGrPnMHo6rp1z,place
20,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,4.33,2024-08-19,13005043,2024-08-19,USD,Starbucks,Starbucks,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_COFFEE,VERY_HIGH,jBqy5ra5BnFdLjrM8QVlIKQkBq8WL1C6W8rEP,place
21,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,89.4,2024-08-17,13005000,2024-08-18,USD,FUN,SparkFun,in store,False,ENTERTAINMENT,ENTERTAINMENT_SPORTING_EVENTS_AMUSEMENT_PARKS_AND_MUSEUMS,LOW,77MZbyeb7DF5VazQwKGjIQjGo5kxLEfdJK7Ze,place
22,Pva3WNwWvDCezB1EG6Nks37399kEMwco65QAl,-4.22,2024-08-17,21009000,2024-08-17,USD,,INTRST PYMNT,other,False,INCOME,INCOME_WAGES,LOW,EGymKl6KGDUJydEg9BzRtz9PK7QqM6F4xPpyn,special
23,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,6.33,2024-08-04,22016000,2024-08-05,USD,Uber,Uber 072515 SF**POOL**,online,False,TRANSPORTATION,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,VERY_HIGH,elkAXezXlWinzx634N1ghwzoEN6X8eTr9logz,special
24,Pva3WNwWvDCezB1EG6Nks37399kEMwco65QAl,25.0,2024-07-22,16001000,2024-07-23,USD,,CREDIT CARD 3333 PAYMENT *//,other,False,LOAN_PAYMENTS,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOW,WvQjMq9MvDCJRlnzNZr9tqgbpme1Q6C6Z7JRk,special
25,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,5.4,2024-07-22,22016000,2024-07-23,USD,Uber,Uber 063015 SF**POOL**,online,False,TRANSPORTATION,TRANSPORTATION_TAXIS_AND_RIDE_SHARES,VERY_HIGH,Qw4xMPkMwDFgo1bQ3BNMheZyKE4jWLHwmWq1W,special
26,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,-500.0,2024-07-21,22001000,2024-07-21,USD,United Airlines,United Airlines,in store,False,TRAVEL,TRAVEL_FLIGHTS,VERY_HIGH,ZX1QMzJMXWFEm5ryel37Tj8ZNl1gEQfeqDd3V,special
27,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,12.0,2024-07-20,13005032,2024-07-20,USD,McDonald's,McDonald's,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_FAST_FOOD,VERY_HIGH,Mv3r4dm4vDCkqydJmVPlHWgE6bja5BIL68dKP,place
28,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,4.33,2024-07-20,13005043,2024-07-20,USD,Starbucks,Starbucks,in store,False,FOOD_AND_DRINK,FOOD_AND_DRINK_COFFEE,VERY_HIGH,1dkNV7aVdEFlpK3g95BZSoewDlErPqSpjGAzo,place
29,NvxzNa9NvDCnXvGBr9NjhlPlqqjQWxuy6pnQ6,89.4,2024-07-18,13005000,2024-07-19,USD,FUN,SparkFun,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER_GENERAL_MERCHANDISE,LOW,LvBKax9avDCZl3agexPQFopxD3RdmVSkjyV7E,place
30,DAILY_USE,785.03,2024-09-18,12769429,2024-06-25,EUR,Mullins and Sons,east,other,True,HEALTH_CARE,GENERAL_MERCHANDISE_OTHER,MEDIUM,c466ca4d-839a-430b-b1c8-42b7fa207844,place
31,SAVINGS,811.55,2024-05-16,11796460,2024-05-07,GBP,"Harvey, Walker and Tran",almost,online,True,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,LOW,f7555d0b-e227-4f67-9b91-e8231cdfe081,digital
32,DAILY_USE,-443.91,2024-05-19,11835687,2024-06-12,EUR,"Wagner, Turner and Smith",record,online,True,HEALTH_CARE,MEDICAL_SERVICES,LOW,c9ddcf86-75a6-455b-ba75-6431ffbc8eda,place
33,INVESTMENTS,738.38,2024-05-27,11141152,2024-04-04,GBP,"Griffin, Larson and Green",through,in store,True,HEALTH_CARE,RESTAURANTS,HIGH,d2b17720-ba55-4be2-89cc-a6af40bdd6b7,digital
34,SAVINGS,76.1,2023-12-05,11384323,2024-08-10,USD,Baker-Bailey,live,other,True,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,MEDIUM,148fbf37-496b-4249-a53a-e7826dbb2f71,digital
35,SAVINGS,500.44,2023-10-30,11483805,2024-10-23,EUR,Henry-Brown,reality,in store,False,FOOD_AND_DRINK,MEDICAL_SERVICES,MEDIUM,65ceec63-c303-4bc2-a9a3-f4128e5c0f43,digital
36,INVESTMENTS,-32.46,2024-08-27,11632287,2024-01-28,USD,Young-Cohen,may,other,True,GENERAL_MERCHANDISE,MEDICAL_SERVICES,HIGH,0d42b1ad-c568-4636-a94f-eb35cb39d585,transfer
37,DAILY_USE,335.44,2024-06-07,10282466,2024-04-18,USD,Johnson-Olson,partner,online,False,HEALTH_CARE,GENERAL_MERCHANDISE_OTHER,LOW,3c04f404-7911-4699-ad9a-4bb51dddce9f,digital
38,DAILY_USE,803.64,2024-03-08,11640739,2024-06-08,USD,"Powell, Arias and Bullock",build,other,False,GENERAL_MERCHANDISE,MEDICAL_SERVICES,MEDIUM,4d1a784c-8ba5-4096-9675-9580196b3619,place
39,DAILY_USE,-97.41,2024-01-18,10858407,2024-04-03,GBP,Stone Ltd,past,in store,False,HEALTH_CARE,MEDICAL_SERVICES,LOW,301e613c-2124-4c41-ab29-e4d907267152,transfer
40,DAILY_USE,-179.55,2023-12-25,10347784,2024-07-04,USD,Vasquez-Ward,trouble,online,True,FOOD_AND_DRINK,RESTAURANTS,LOW,7e32a4c7-f7bc-4949-b15e-ad3979747644,place
41,INVESTMENTS,509.22,2024-01-30,11946049,2024-05-29,EUR,Ortega-Morton,over,other,False,FOOD_AND_DRINK,RESTAURANTS,MEDIUM,aceb4917-bd7b-4f81-9203-3b8562425bd6,transfer
42,INVESTMENTS,922.09,2024-06-04,10549314,2023-11-21,GBP,Lawrence-Stone,guess,other,False,FOOD_AND_DRINK,RESTAURANTS,MEDIUM,9d225265-46e8-42c9-8870-2d48b5c2baf5,transfer
43,INVESTMENTS,353.02,2024-09-13,12684158,2024-07-16,GBP,"Rodriguez, Knox and Miller",fire,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,LOW,ce0b5a72-8be0-4bdc-965b-d156631f5c4e,place
44,INVESTMENTS,-4.41,2024-03-30,12424667,2024-08-10,USD,Mills-Butler,my,in store,False,HEALTH_CARE,RESTAURANTS,LOW,a6333137-d28c-44a5-8e19-20481686191e,transfer
45,SAVINGS,454.93,2024-02-18,12125891,2024-01-19,EUR,Thomas Inc,full,online,False,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,LOW,043adc4e-c8da-47e9-bf7b-bf4ccbfb0141,place
46,SAVINGS,461.3,2024-03-13,12835348,2023-11-30,GBP,Green Inc,determine,online,True,HEALTH_CARE,RESTAURANTS,HIGH,e528390f-0270-432a-88b0-28f579407303,digital
47,INVESTMENTS,-328.35,2024-10-01,12637678,2024-07-01,GBP,Ramos LLC,industry,online,True,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,MEDIUM,ae67c4ed-0439-4e39-9646-460df3646f56,transfer
48,DAILY_USE,586.03,2024-03-25,10529552,2024-05-27,USD,Woods PLC,including,online,False,GENERAL_MERCHANDISE,MEDICAL_SERVICES,MEDIUM,f9784cc0-05e6-4d85-8dc4-a58591440058,place
49,INVESTMENTS,-412.0,2024-10-18,12158182,2023-12-08,USD,Freeman LLC,evidence,in store,False,HEALTH_CARE,MEDICAL_SERVICES,MEDIUM,cebe59a1-f87e-4633-998b-a2482e468f65,transfer
50,INVESTMENTS,257.18,2024-07-18,10372193,2024-02-15,EUR,Wells Group,article,other,False,GENERAL_MERCHANDISE,RESTAURANTS,LOW,e7133a75-6b8e-4709-8a28-1c619e38e498,place
51,INVESTMENTS,349.64,2023-11-09,10766304,2024-02-09,USD,Cruz Inc,eat,in store,False,GENERAL_MERCHANDISE,RESTAURANTS,MEDIUM,e3ca5b0f-0520-431f-bfd1-c5d595daa1cd,transfer
52,INVESTMENTS,845.12,2024-09-09,11192137,2024-06-01,GBP,Best-Young,increase,other,False,FOOD_AND_DRINK,MEDICAL_SERVICES,LOW,95b3a557-078f-41bc-bd91-db5cdae325e8,place
53,INVESTMENTS,168.52,2023-12-04,12923039,2023-11-18,USD,Diaz Inc,also,other,False,FOOD_AND_DRINK,RESTAURANTS,HIGH,22ff447b-849d-419e-a0e3-cbd7c327f095,transfer
54,SAVINGS,-445.53,2024-06-15,11099144,2024-06-13,GBP,"Rodriguez, Miller and Wright",western,other,False,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,HIGH,b851cf40-7f77-41d2-a1ee-0e313a771442,digital
55,INVESTMENTS,341.31,2024-09-30,12494594,2023-11-01,GBP,Davis-Hanna,into,in store,True,FOOD_AND_DRINK,MEDICAL_SERVICES,LOW,f8e53718-11d8-4568-86ca-ce8cdd5dad36,digital
56,INVESTMENTS,135.53,2024-01-14,11907328,2024-01-19,USD,Thompson-Hernandez,during,online,True,HEALTH_CARE,MEDICAL_SERVICES,HIGH,252a5fe9-2b18-4bd3-9f6d-9f7c95c640cb,place
57,SAVINGS,-183.83,2024-03-02,12275841,2024-02-16,EUR,Leon-White,get,in store,True,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,HIGH,79c7a54e-6bcb-40bb-8b0d-098699376c26,transfer
58,DAILY_USE,116.29,2024-07-13,11723215,2024-09-16,USD,Bishop Ltd,establish,online,True,GENERAL_MERCHANDISE,RESTAURANTS,MEDIUM,0e82a7d2-b965-46bd-a4e3-bd929041a447,place
59,INVESTMENTS,-219.47,2024-09-01,12352712,2024-10-20,USD,"Hudson, Martinez and Powell",industry,online,False,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,LOW,b47b56dd-fe0f-4b48-a915-ac31ce77f9c4,digital
60,INVESTMENTS,-301.0,2024-03-30,12939151,2024-07-26,EUR,Washington-Johnson,ball,in store,False,HEALTH_CARE,RESTAURANTS,HIGH,778c154c-61f3-4555-b4cd-a7a383f0c6b0,digital
61,SAVINGS,418.36,2024-02-24,12035145,2024-07-31,USD,Hamilton LLC,require,online,True,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,MEDIUM,3fd46539-5eb1-4405-a239-951c8ef908bc,transfer
62,SAVINGS,516.27,2023-11-19,10495623,2024-02-03,USD,Jacobs PLC,eye,online,True,GENERAL_MERCHANDISE,MEDICAL_SERVICES,HIGH,c21caa75-d8c1-4b0d-b7e3-c5b310749f0e,transfer
63,SAVINGS,-419.08,2024-09-01,11699171,2024-03-10,GBP,Conrad PLC,probably,in store,False,FOOD_AND_DRINK,RESTAURANTS,HIGH,6666f2d3-9039-427b-a82f-6df26a5e131d,transfer
64,INVESTMENTS,227.12,2024-05-07,10723214,2024-01-01,EUR,Bradford-Hoffman,goal,in store,False,HEALTH_CARE,GENERAL_MERCHANDISE_OTHER,MEDIUM,a2d244a5-7eb8-40fb-a617-f438c381a283,place
65,INVESTMENTS,-294.69,2023-11-07,12558678,2024-07-16,GBP,"Blankenship, Franco and Savage",amount,other,True,FOOD_AND_DRINK,RESTAURANTS,MEDIUM,a66b9ef9-b9d8-4baa-a3e3-caf819c652b0,digital
66,INVESTMENTS,960.83,2023-12-22,10310491,2024-09-13,USD,"Barr, Carr and Huber",about,other,True,HEALTH_CARE,MEDICAL_SERVICES,MEDIUM,67b81233-a6c6-4c7d-9296-3fcdd027f6dc,digital
67,INVESTMENTS,384.8,2024-03-02,12708868,2024-05-12,USD,Lee-Harmon,character,other,False,FOOD_AND_DRINK,MEDICAL_SERVICES,LOW,46b08170-68fb-4be6-b337-d1a328a35902,place
68,INVESTMENTS,-6.71,2023-11-30,10099643,2024-03-09,USD,"Wagner, Morales and Daugherty",put,other,False,HEALTH_CARE,RESTAURANTS,LOW,92331d28-412c-419e-9ac5-89b909931e00,transfer
69,SAVINGS,327.8,2024-01-14,11483720,2024-01-07,USD,Brown Inc,statement,online,True,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,LOW,a06886b4-d44f-4d14-9d15-3ad5574a0fb4,place
70,SAVINGS,808.42,2024-02-11,12479631,2024-04-09,USD,"Lee, Wallace and Romero",billion,in store,False,HEALTH_CARE,GENERAL_MERCHANDISE_OTHER,MEDIUM,7b9e265c-e452-4f81-9b33-6656c46e5404,transfer
71,INVESTMENTS,-139.24,2024-09-27,12095712,2024-04-27,GBP,Morgan PLC,so,online,True,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,LOW,f6811891-eac8-40d0-8713-e7d85d24306f,place
72,SAVINGS,-347.48,2024-01-31,10975591,2024-10-25,EUR,Floyd-Martin,notice,in store,True,GENERAL_MERCHANDISE,MEDICAL_SERVICES,HIGH,5a386066-8e02-4c2f-b493-c93019f1322b,place
73,SAVINGS,271.92,2024-08-29,11688195,2024-10-07,USD,Webster-Baker,point,other,False,FOOD_AND_DRINK,MEDICAL_SERVICES,HIGH,f894f0ff-6f62-4c63-8132-44459bd49f74,place
74,DAILY_USE,-255.34,2024-10-24,11417438,2024-05-17,EUR,Lyons-Thomas,daughter,in store,True,HEALTH_CARE,GENERAL_MERCHANDISE_OTHER,LOW,8b1c165a-7137-4836-b760-976ac43f0027,digital
75,INVESTMENTS,724.98,2024-05-19,12091129,2024-08-23,EUR,Nichols-Liu,majority,online,False,HEALTH_CARE,GENERAL_MERCHANDISE_OTHER,LOW,16583386-07ee-4706-a373-ef89483efa9c,digital
76,INVESTMENTS,-44.14,2024-10-23,10306411,2024-10-10,GBP,Nelson-Stein,recently,other,True,FOOD_AND_DRINK,MEDICAL_SERVICES,MEDIUM,7f58c1e8-8319-460f-bb3f-4c7dbff620b3,digital
77,DAILY_USE,628.24,2024-04-01,12036482,2023-12-14,USD,Kelly Inc,wear,online,True,GENERAL_MERCHANDISE,MEDICAL_SERVICES,HIGH,9aece464-34df-4af0-9096-10474bf0ecfc,digital
78,INVESTMENTS,-346.49,2024-04-13,12026485,2024-08-15,EUR,"Jackson, Ruiz and Caldwell",happen,online,True,FOOD_AND_DRINK,RESTAURANTS,MEDIUM,76a25725-86b5-4ca3-9726-09b3e5b56f56,place
79,INVESTMENTS,101.08,2024-08-06,11910129,2023-10-27,EUR,Baker Inc,under,other,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,MEDIUM,b1cdc58a-bd08-47f8-9f10-f893d4c54c55,place
80,DAILY_USE,11.07,2024-03-02,12715511,2024-10-06,EUR,White-Reynolds,question,other,False,HEALTH_CARE,GENERAL_MERCHANDISE_OTHER,LOW,2ee22e33-c75f-48cd-b099-4102b69df64d,transfer
81,INVESTMENTS,-153.87,2024-09-02,11652233,2023-11-23,USD,Stokes-Banks,base,in store,False,HEALTH_CARE,MEDICAL_SERVICES,MEDIUM,345980cc-b78b-4e8f-8e3d-bc440117bbad,digital
82,SAVINGS,213.96,2024-02-20,12425342,2024-02-20,USD,Moyer-Orozco,staff,other,True,HEALTH_CARE,RESTAURANTS,LOW,842c2931-86c3-433b-9f0f-9aed8996104b,transfer
83,INVESTMENTS,647.18,2024-05-17,12544738,2024-03-17,USD,"Cain, Navarro and Williamson",apply,other,True,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,LOW,915c1e5f-fd76-4c45-89a6-a78e92b4aee8,digital
84,SAVINGS,-246.37,2024-06-25,10213927,2024-04-20,USD,Miller-Bradshaw,trade,online,False,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,HIGH,f7c1ed54-cc12-490c-b08e-1a9aff040391,digital
85,DAILY_USE,-64.45,2024-09-23,11066522,2024-09-14,EUR,"Reed, Acosta and Holt",newspaper,in store,True,GENERAL_MERCHANDISE,MEDICAL_SERVICES,MEDIUM,98a7cc4a-7cd2-4a73-b151-d33fc9a48e8f,digital
86,INVESTMENTS,-483.43,2024-03-04,10600049,2024-02-12,GBP,Johnson-Kaufman,pass,online,False,GENERAL_MERCHANDISE,RESTAURANTS,HIGH,f4f37dfa-dd58-403a-99cc-c40b14922777,transfer
87,DAILY_USE,905.65,2024-09-16,10247845,2024-04-29,GBP,Swanson-Mcmahon,trip,online,False,FOOD_AND_DRINK,RESTAURANTS,HIGH,2676d2fb-6ca8-46a4-9c49-1af838f9a842,digital
88,INVESTMENTS,-19.11,2024-10-05,11420874,2024-08-04,EUR,"Daniels, Thomas and Villarreal",technology,other,False,HEALTH_CARE,RESTAURANTS,HIGH,39911425-9afa-4e9d-af04-efe400cda877,place
89,INVESTMENTS,496.91,2024-07-07,10689643,2024-02-02,EUR,Contreras and Sons,relate,other,True,FOOD_AND_DRINK,RESTAURANTS,LOW,8816043e-ca0a-446e-bd6e-d06af6af500b,transfer
90,INVESTMENTS,-304.5,2023-11-20,11180713,2024-06-21,USD,"Jones, Long and Brady",wait,online,True,GENERAL_MERCHANDISE,MEDICAL_SERVICES,LOW,85561d0f-2d40-42ce-90dc-18b4b478fb50,place
91,DAILY_USE,672.61,2024-03-20,10143298,2024-06-05,USD,Jenkins-Mercer,see,in store,True,FOOD_AND_DRINK,MEDICAL_SERVICES,MEDIUM,ce9e8ceb-f2d8-4856-97c7-7baf611b03b7,transfer
92,DAILY_USE,-123.45,2023-12-13,12823128,2023-11-11,USD,"Nicholson, Sanchez and Fuller",ok,other,True,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,MEDIUM,90caadba-5a9e-47af-8814-8c3953ec0845,transfer
93,SAVINGS,-343.9,2024-03-13,12977498,2024-06-02,GBP,"Allen, Lane and Martin",her,in store,False,GENERAL_MERCHANDISE,RESTAURANTS,MEDIUM,64360e69-0c62-469a-b8fc-1f1c78a4bc40,place
94,SAVINGS,390.62,2024-10-09,12076574,2024-02-11,GBP,Hatfield Ltd,worker,in store,False,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,HIGH,caa6900b-0278-47a0-b1ee-3e54234f8c21,digital
95,DAILY_USE,-378.64,2024-10-01,10961774,2024-06-02,GBP,Kelly-Ortiz,firm,in store,True,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,LOW,47c3e6c3-e386-4f13-99ce-f2316592b675,place
96,SAVINGS,885.57,2024-08-18,12609536,2024-08-12,EUR,Washington Ltd,protect,other,False,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,LOW,724601ad-2605-4422-967e-210323d4145a,place
97,SAVINGS,942.84,2024-02-22,10428526,2024-08-15,EUR,Castillo-Elliott,member,online,True,FOOD_AND_DRINK,MEDICAL_SERVICES,HIGH,910ecad6-9d36-484f-9257-91898f1ec231,transfer
98,SAVINGS,585.35,2024-08-19,10287087,2024-06-30,EUR,Best-Simpson,year,in store,True,FOOD_AND_DRINK,GENERAL_MERCHANDISE_OTHER,HIGH,f75753ea-914a-4056-8c4d-d23316fe77f9,place
99,DAILY_USE,32.44,2024-03-28,11101731,2024-07-01,EUR,Estrada and Sons,before,online,True,HEALTH_CARE,RESTAURANTS,MEDIUM,bb5dacd7-4679-47ee-b1ae-7c9620e26ecb,digital
100,INVESTMENTS,924.72,2023-11-27,11307426,2024-02-16,USD,Salinas-Pierce,thank,in store,True,FOOD_AND_DRINK,MEDICAL_SERVICES,HIGH,b14addd2-cc62-4a5d-a480-d1800399f46e,place
101,INVESTMENTS,631.2,2024-01-30,10767548,2024-07-15,EUR,Green and Sons,per,other,False,HEALTH_CARE,RESTAURANTS,LOW,14f3a668-e429-4059-bd3f-4444ccab6347,place
102,SAVINGS,16.43,2023-11-15,11077098,2024-03-25,GBP,Sharp-Thompson,condition,other,False,FOOD_AND_DRINK,RESTAURANTS,LOW,db96e19b-5963-4e6a-b8d6-23dbea595228,transfer
103,SAVINGS,-426.26,2024-06-23,11963405,2024-07-24,GBP,"Hernandez, Davidson and Nelson",down,in store,False,HEALTH_CARE,RESTAURANTS,LOW,d1e58c79-6ba5-4e11-8729-07865b52b85a,place
104,DAILY_USE,-236.19,2024-04-24,11671840,2024-06-01,EUR,Williams Inc,Republican,online,True,GENERAL_MERCHANDISE,GENERAL_MERCHANDISE_OTHER,MEDIUM,82f258d4-cf42-4b5c-a411-6ad83308570b,transfer
105,DAILY_USE,907.76,2024-01-03,11451482,2023-12-14,GBP,"Lewis, Kirk and Oneill",who,in store,True,FOOD_AND_DRINK,MEDICAL_SERVICES,HIGH,bd1ef73c-b57e-408e-8134-aaa7cd05f93f,place
